young_count,old_count,beat_id_full,weather_condition_full,quarter_full,ratio_young_old_FINAL
,17,421,UNKNOWN,1,0
1,4,422,UNKNOWN,1,0.25
,7,423,UNKNOWN,1,0
,5,424,UNKNOWN,1,0
,9,431,UNKNOWN,1,0
,4,432,UNKNOWN,1,0
1,5,433,UNKNOWN,1,0.20000000000000001
,3,434,UNKNOWN,1,0
,12,511,UNKNOWN,1,0
,4,512,UNKNOWN,1,0
,12,513,UNKNOWN,1,0
,4,522,UNKNOWN,1,0
,12,523,UNKNOWN,1,0
,18,524,UNKNOWN,1,0
1,4,531,UNKNOWN,1,0.25
1,3,532,UNKNOWN,1,0.33333333333333331
,2,533,UNKNOWN,1,0
2,12,611,UNKNOWN,1,0.16666666666666666
2,9,612,UNKNOWN,1,0.22222222222222221
2,8,613,UNKNOWN,1,0.25
2,21,614,UNKNOWN,1,9.5238095238095233E-2
,15,621,UNKNOWN,1,0
2,17,622,UNKNOWN,1,0.11764705882352941
1,29,623,UNKNOWN,1,3.4482758620689655E-2
,22,624,UNKNOWN,1,0
,12,631,UNKNOWN,1,0
1,32,632,UNKNOWN,1,0.03125
,6,633,UNKNOWN,1,0
1,17,634,UNKNOWN,1,5.8823529411764705E-2
,4,711,UNKNOWN,1,0
,2,712,UNKNOWN,1,0
,3,713,UNKNOWN,1,0
,1,714,UNKNOWN,1,0
,5,715,UNKNOWN,1,0
,3,722,UNKNOWN,1,0
,6,723,UNKNOWN,1,0
1,4,724,UNKNOWN,1,0.25
,3,725,UNKNOWN,1,0
,7,726,UNKNOWN,1,0
3,7,731,UNKNOWN,1,0.42857142857142855
,6,732,UNKNOWN,1,0
1,10,733,UNKNOWN,1,0.10000000000000001
2,3,734,UNKNOWN,1,0.66666666666666663
,8,735,UNKNOWN,1,0
,17,811,UNKNOWN,1,0
,8,812,UNKNOWN,1,0
2,27,813,UNKNOWN,1,0.07407407407407407
,16,814,UNKNOWN,1,0
3,34,815,UNKNOWN,1,8.8235294117647065E-2
,18,821,UNKNOWN,1,0
2,29,822,UNKNOWN,1,6.8965517241379309E-2
4,17,823,UNKNOWN,1,0.23529411764705882
,9,824,UNKNOWN,1,0
,7,825,UNKNOWN,1,0
1,18,831,UNKNOWN,1,5.5555555555555552E-2
5,14,832,UNKNOWN,1,0.35714285714285715
2,24,833,UNKNOWN,1,8.3333333333333329E-2
2,23,834,UNKNOWN,1,8.6956521739130432E-2
2,22,835,UNKNOWN,1,9.0909090909090912E-2
1,19,911,UNKNOWN,1,5.2631578947368418E-2
,19,912,UNKNOWN,1,0
,6,913,UNKNOWN,1,0
,11,914,UNKNOWN,1,0
,13,915,UNKNOWN,1,0
,11,921,UNKNOWN,1,0
,22,922,UNKNOWN,1,0
,14,923,UNKNOWN,1,0
,7,924,UNKNOWN,1,0
,6,925,UNKNOWN,1,0
,4,931,UNKNOWN,1,0
,5,932,UNKNOWN,1,0
1,4,933,UNKNOWN,1,0.25
1,5,935,UNKNOWN,1,0.20000000000000001
1,11,1011,UNKNOWN,1,9.0909090909090912E-2
,14,1012,UNKNOWN,1,0
,16,1013,UNKNOWN,1,0
,3,1014,UNKNOWN,1,0
,3,1021,UNKNOWN,1,0
1,17,1022,UNKNOWN,1,5.8823529411764705E-2
,6,1023,UNKNOWN,1,0
,7,1024,UNKNOWN,1,0
,5,1031,UNKNOWN,1,0
,13,1032,UNKNOWN,1,0
,3,1033,UNKNOWN,1,0
4,18,1034,UNKNOWN,1,0.22222222222222221
3,12,1111,UNKNOWN,1,0.25
,8,1112,UNKNOWN,1,0
,10,1113,UNKNOWN,1,0
,3,1114,UNKNOWN,1,0
,1,1115,UNKNOWN,1,0
,15,1121,UNKNOWN,1,0
,16,1122,UNKNOWN,1,0
,3,1123,UNKNOWN,1,0
,7,1124,UNKNOWN,1,0
,4,1125,UNKNOWN,1,0
,6,1131,UNKNOWN,1,0
,12,1132,UNKNOWN,1,0
1,17,1133,UNKNOWN,1,5.8823529411764705E-2
,5,1134,UNKNOWN,1,0
1,9,1135,UNKNOWN,1,0.1111111111111111
,9,1211,UNKNOWN,1,0
2,22,1212,UNKNOWN,1,9.0909090909090912E-2
2,11,1213,UNKNOWN,1,0.18181818181818182
,15,1214,UNKNOWN,1,0
2,11,1215,UNKNOWN,1,0.18181818181818182
1,7,1221,UNKNOWN,1,0.14285714285714285
,16,1222,UNKNOWN,1,0
,14,1223,UNKNOWN,1,0
,7,1224,UNKNOWN,1,0
1,9,1225,UNKNOWN,1,0.1111111111111111
2,27,1231,UNKNOWN,1,0.07407407407407407
2,14,1232,UNKNOWN,1,0.14285714285714285
,5,1233,UNKNOWN,1,0
,10,1234,UNKNOWN,1,0
,16,1235,UNKNOWN,1,0
2,12,1411,UNKNOWN,1,0.16666666666666666
,8,1412,UNKNOWN,1,0
,5,1413,UNKNOWN,1,0
1,14,1414,UNKNOWN,1,7.1428571428571425E-2
,3,1421,UNKNOWN,1,0
,3,1422,UNKNOWN,1,0
3,8,1423,UNKNOWN,1,0.375
,12,1424,UNKNOWN,1,0
,12,1431,UNKNOWN,1,0
2,13,1432,UNKNOWN,1,0.15384615384615385
,13,1433,UNKNOWN,1,0
,9,1434,UNKNOWN,1,0
,10,1511,UNKNOWN,1,0
,5,1512,UNKNOWN,1,0
,14,1513,UNKNOWN,1,0
,6,1522,UNKNOWN,1,0
,3,1523,UNKNOWN,1,0
,12,1524,UNKNOWN,1,0
,3,1531,UNKNOWN,1,0
,11,1532,UNKNOWN,1,0
,17,1533,UNKNOWN,1,0
8,45,1611,UNKNOWN,1,0.17777777777777778
3,26,1612,UNKNOWN,1,0.11538461538461539
12,42,1613,UNKNOWN,1,0.2857142857142857
4,38,1614,UNKNOWN,1,0.10526315789473684
7,63,1621,UNKNOWN,1,0.1111111111111111
10,57,1622,UNKNOWN,1,0.17543859649122806
7,63,1623,UNKNOWN,1,0.1111111111111111
5,64,1624,UNKNOWN,1,0.078125
2,35,1631,UNKNOWN,1,5.7142857142857141E-2
10,66,1632,UNKNOWN,1,0.15151515151515152
2,31,1633,UNKNOWN,1,6.4516129032258063E-2
,26,1634,UNKNOWN,1,0
,2,1651,UNKNOWN,1,0
1,14,1711,UNKNOWN,1,7.1428571428571425E-2
5,21,1712,UNKNOWN,1,0.23809523809523808
,20,1713,UNKNOWN,1,0
4,38,1722,UNKNOWN,1,0.10526315789473684
1,18,1723,UNKNOWN,1,5.5555555555555552E-2
2,22,1724,UNKNOWN,1,9.0909090909090912E-2
5,49,1731,UNKNOWN,1,0.10204081632653061
2,26,1732,UNKNOWN,1,7.6923076923076927E-2
,22,1733,UNKNOWN,1,0
,7,1811,UNKNOWN,1,0
,9,1812,UNKNOWN,1,0
,4,1813,UNKNOWN,1,0
,8,1814,UNKNOWN,1,0
1,14,1821,UNKNOWN,1,7.1428571428571425E-2
,6,1822,UNKNOWN,1,0
1,8,1823,UNKNOWN,1,0.125
,6,1824,UNKNOWN,1,0
2,35,1831,UNKNOWN,1,5.7142857142857141E-2
,11,1832,UNKNOWN,1,0
1,27,1833,UNKNOWN,1,3.7037037037037035E-2
,56,1834,UNKNOWN,1,0
,17,1911,UNKNOWN,1,0
1,18,1912,UNKNOWN,1,5.5555555555555552E-2
,3,1913,UNKNOWN,1,0
,12,1914,UNKNOWN,1,0
1,16,1915,UNKNOWN,1,0.0625
,26,1921,UNKNOWN,1,0
,12,1922,UNKNOWN,1,0
,11,1923,UNKNOWN,1,0
3,17,1924,UNKNOWN,1,0.17647058823529413
,46,1925,UNKNOWN,1,0
,11,1931,UNKNOWN,1,0
1,17,1932,UNKNOWN,1,5.8823529411764705E-2
,14,1933,UNKNOWN,1,0
1,24,1934,UNKNOWN,1,4.1666666666666664E-2
1,16,1935,UNKNOWN,1,0.0625
,15,2011,UNKNOWN,1,0
,7,2012,UNKNOWN,1,0
2,15,2013,UNKNOWN,1,0.13333333333333333
2,15,2022,UNKNOWN,1,0.13333333333333333
,9,2023,UNKNOWN,1,0
,9,2024,UNKNOWN,1,0
,11,2031,UNKNOWN,1,0
,5,2032,UNKNOWN,1,0
,8,2033,UNKNOWN,1,0
5,34,2211,UNKNOWN,1,0.14705882352941177
2,17,2212,UNKNOWN,1,0.11764705882352941
3,29,2213,UNKNOWN,1,0.10344827586206896
3,28,2221,UNKNOWN,1,0.10714285714285714
1,18,2222,UNKNOWN,1,5.5555555555555552E-2
4,17,2223,UNKNOWN,1,0.23529411764705882
,12,2232,UNKNOWN,1,0
1,14,2233,UNKNOWN,1,7.1428571428571425E-2
1,21,2234,UNKNOWN,1,4.7619047619047616E-2
1,27,2411,UNKNOWN,1,3.7037037037037035E-2
,22,2412,UNKNOWN,1,0
2,25,2413,UNKNOWN,1,8.0000000000000002E-2
,12,2422,UNKNOWN,1,0
,8,2423,UNKNOWN,1,0
,8,2424,UNKNOWN,1,0
,2,2431,UNKNOWN,1,0
,14,2432,UNKNOWN,1,0
,13,2433,UNKNOWN,1,0
2,11,2511,UNKNOWN,1,0.18181818181818182
5,29,2512,UNKNOWN,1,0.17241379310344829
1,19,2513,UNKNOWN,1,5.2631578947368418E-2
,26,2514,UNKNOWN,1,0
2,25,2515,UNKNOWN,1,8.0000000000000002E-2
4,42,2521,UNKNOWN,1,9.5238095238095233E-2
,21,2522,UNKNOWN,1,0
2,21,2523,UNKNOWN,1,9.5238095238095233E-2
2,32,2524,UNKNOWN,1,0.0625
,4,2525,UNKNOWN,1,0
,6,2531,UNKNOWN,1,0
,15,2532,UNKNOWN,1,0
2,45,2533,UNKNOWN,1,4.4444444444444446E-2
1,28,2534,UNKNOWN,1,3.5714285714285712E-2
,15,2535,UNKNOWN,1,0
23,550,111,CLEAR,2,4.1818181818181817E-2
16,476,112,CLEAR,2,3.3613445378151259E-2
21,326,113,CLEAR,2,6.4417177914110432E-2
107,1405,114,CLEAR,2,7.6156583629893235E-2
19,573,121,CLEAR,2,3.3158813263525308E-2
55,1200,122,CLEAR,2,0.04583333333333333
36,717,123,CLEAR,2,5.0209205020920501E-2
31,585,124,CLEAR,2,5.2991452991452991E-2
33,642,131,CLEAR,2,5.1401869158878503E-2
60,831,132,CLEAR,2,7.2202166064981949E-2
29,281,133,CLEAR,2,0.10320284697508897
24,330,211,CLEAR,2,7.2727272727272724E-2
25,245,212,CLEAR,2,0.10204081632653061
17,174,213,CLEAR,2,9.7701149425287362E-2
21,121,214,CLEAR,2,0.17355371900826447
7,166,215,CLEAR,2,4.2168674698795178E-2
13,107,221,CLEAR,2,0.12149532710280374
29,307,222,CLEAR,2,9.4462540716612378E-2
18,181,223,CLEAR,2,9.9447513812154692E-2
15,164,224,CLEAR,2,9.1463414634146339E-2
31,272,225,CLEAR,2,0.11397058823529412
14,151,231,CLEAR,2,9.2715231788079472E-2
11,144,232,CLEAR,2,7.6388888888888895E-2
23,214,233,CLEAR,2,0.10747663551401869
37,342,234,CLEAR,2,0.10818713450292397
18,236,235,CLEAR,2,7.6271186440677971E-2
24,198,311,CLEAR,2,0.12121212121212122
74,466,312,CLEAR,2,0.15879828326180256
13,160,313,CLEAR,2,8.1250000000000003E-2
32,207,314,CLEAR,2,0.15458937198067632
74,427,321,CLEAR,2,0.17330210772833723
60,411,322,CLEAR,2,0.145985401459854
54,469,323,CLEAR,2,0.11513859275053305
49,400,324,CLEAR,2,0.1225
106,795,331,CLEAR,2,0.13333333333333333
40,390,332,CLEAR,2,0.10256410256410256
30,226,333,CLEAR,2,0.13274336283185842
31,280,334,CLEAR,2,0.11071428571428571
48,529,411,CLEAR,2,9.0737240075614373E-2
80,387,412,CLEAR,2,0.20671834625322996
33,352,413,CLEAR,2,0.09375
20,275,414,CLEAR,2,7.2727272727272724E-2
13,217,421,CLEAR,2,5.9907834101382486E-2
4,81,422,CLEAR,2,4.9382716049382713E-2
24,194,423,CLEAR,2,0.12371134020618557
6,96,424,CLEAR,2,0.0625
38,254,431,CLEAR,2,0.14960629921259844
38,225,432,CLEAR,2,0.16888888888888889
19,150,433,CLEAR,2,0.12666666666666668
27,137,434,CLEAR,2,0.19708029197080293
35,481,511,CLEAR,2,7.2765072765072769E-2
22,152,512,CLEAR,2,0.14473684210526316
26,242,513,CLEAR,2,0.10743801652892562
18,91,522,CLEAR,2,0.19780219780219779
21,187,523,CLEAR,2,0.11229946524064172
25,210,524,CLEAR,2,0.11904761904761904
21,241,531,CLEAR,2,8.7136929460580909E-2
21,124,532,CLEAR,2,0.16935483870967741
17,113,533,CLEAR,2,0.15044247787610621
28,216,611,CLEAR,2,0.12962962962962962
32,227,612,CLEAR,2,0.14096916299559473
38,248,613,CLEAR,2,0.15322580645161291
35,329,614,CLEAR,2,0.10638297872340426
44,311,621,CLEAR,2,0.14147909967845659
61,539,622,CLEAR,2,0.11317254174397032
75,573,623,CLEAR,2,0.13089005235602094
52,438,624,CLEAR,2,0.11872146118721461
29,229,631,CLEAR,2,0.12663755458515283
58,635,632,CLEAR,2,9.1338582677165353E-2
13,120,633,CLEAR,2,0.10833333333333334
29,260,634,CLEAR,2,0.11153846153846154
28,273,711,CLEAR,2,0.10256410256410256
34,145,712,CLEAR,2,0.23448275862068965
40,201,713,CLEAR,2,0.19900497512437812
23,186,714,CLEAR,2,0.12365591397849462
15,157,715,CLEAR,2,9.5541401273885357E-2
25,177,722,CLEAR,2,0.14124293785310735
37,195,723,CLEAR,2,0.18974358974358974
18,111,724,CLEAR,2,0.16216216216216217
27,231,725,CLEAR,2,0.11688311688311688
21,117,726,CLEAR,2,0.17948717948717949
48,267,731,CLEAR,2,0.1797752808988764
6,145,732,CLEAR,2,4.1379310344827586E-2
33,171,733,CLEAR,2,0.19298245614035087
15,143,734,CLEAR,2,0.1048951048951049
33,277,735,CLEAR,2,0.11913357400722022
70,515,811,CLEAR,2,0.13592233009708737
28,250,812,CLEAR,2,0.112
86,966,813,CLEAR,2,8.9026915113871632E-2
34,391,814,CLEAR,2,8.6956521739130432E-2
87,865,815,CLEAR,2,0.10057803468208093
63,518,821,CLEAR,2,0.12162162162162163
59,614,822,CLEAR,2,9.6091205211726385E-2
90,528,823,CLEAR,2,0.17045454545454544
44,420,824,CLEAR,2,0.10476190476190476
28,263,825,CLEAR,2,0.10646387832699619
31,279,831,CLEAR,2,0.1111111111111111
23,266,832,CLEAR,2,0.08646616541353383
105,710,833,CLEAR,2,0.14788732394366197
78,636,834,CLEAR,2,0.12264150943396226
51,447,835,CLEAR,2,0.11409395973154363
59,442,911,CLEAR,2,0.1334841628959276
60,446,912,CLEAR,2,0.13452914798206278
36,233,913,CLEAR,2,0.15450643776824036
41,513,914,CLEAR,2,7.9922027290448339E-2
34,251,915,CLEAR,2,0.13545816733067728
37,281,921,CLEAR,2,0.13167259786476868
57,477,922,CLEAR,2,0.11949685534591195
41,323,923,CLEAR,2,0.12693498452012383
27,290,924,CLEAR,2,9.3103448275862075E-2
11,210,925,CLEAR,2,5.2380952380952382E-2
27,149,931,CLEAR,2,0.18120805369127516
11,109,932,CLEAR,2,0.10091743119266056
8,91,933,CLEAR,2,8.7912087912087919E-2
8,65,934,CLEAR,2,0.12307692307692308
43,179,935,CLEAR,2,0.24022346368715083
41,218,1011,CLEAR,2,0.18807339449541285
28,185,1012,CLEAR,2,0.15135135135135136
38,334,1013,CLEAR,2,0.11377245508982035
20,108,1014,CLEAR,2,0.18518518518518517
10,138,1021,CLEAR,2,7.2463768115942032E-2
23,260,1022,CLEAR,2,8.8461538461538466E-2
42,271,1023,CLEAR,2,0.15498154981549817
19,164,1024,CLEAR,2,0.11585365853658537
47,358,1031,CLEAR,2,0.13128491620111732
21,165,1032,CLEAR,2,0.12727272727272726
39,278,1033,CLEAR,2,0.14028776978417265
47,469,1034,CLEAR,2,0.10021321961620469
44,376,1111,CLEAR,2,0.11702127659574468
38,290,1112,CLEAR,2,0.1310344827586207
54,429,1113,CLEAR,2,0.12587412587412589
16,171,1114,CLEAR,2,9.3567251461988299E-2
27,233,1115,CLEAR,2,0.11587982832618025
55,342,1121,CLEAR,2,0.16081871345029239
53,480,1122,CLEAR,2,0.11041666666666666
33,208,1123,CLEAR,2,0.15865384615384615
18,182,1124,CLEAR,2,9.8901098901098897E-2
9,86,1125,CLEAR,2,0.10465116279069768
38,391,1131,CLEAR,2,0.09718670076726342
34,236,1132,CLEAR,2,0.1440677966101695
57,466,1133,CLEAR,2,0.12231759656652361
17,240,1134,CLEAR,2,7.0833333333333331E-2
50,266,1135,CLEAR,2,0.18796992481203006
29,223,1211,CLEAR,2,0.13004484304932734
21,247,1212,CLEAR,2,8.5020242914979755E-2
24,407,1213,CLEAR,2,0.05896805896805897
57,695,1214,CLEAR,2,8.2014388489208639E-2
13,365,1215,CLEAR,2,3.5616438356164383E-2
43,304,1221,CLEAR,2,0.14144736842105263
66,290,1222,CLEAR,2,0.22758620689655173
31,268,1223,CLEAR,2,0.11567164179104478
26,567,1224,CLEAR,2,0.04585537918871252
33,429,1225,CLEAR,2,7.6923076923076927E-2
47,637,1231,CLEAR,2,0.07378335949764521
68,713,1232,CLEAR,2,9.5371669004207571E-2
39,472,1233,CLEAR,2,8.2627118644067798E-2
33,353,1234,CLEAR,2,9.3484419263456089E-2
43,529,1235,CLEAR,2,8.1285444234404536E-2
25,346,1411,CLEAR,2,7.2254335260115612E-2
12,186,1412,CLEAR,2,6.4516129032258063E-2
11,161,1413,CLEAR,2,6.8322981366459631E-2
28,290,1414,CLEAR,2,9.6551724137931033E-2
25,171,1421,CLEAR,2,0.14619883040935672
18,188,1422,CLEAR,2,9.5744680851063829E-2
22,183,1423,CLEAR,2,0.12021857923497267
40,278,1424,CLEAR,2,0.14388489208633093
26,218,1431,CLEAR,2,0.11926605504587157
47,523,1432,CLEAR,2,8.9866156787762913E-2
39,517,1433,CLEAR,2,7.5435203094777567E-2
25,305,1434,CLEAR,2,8.1967213114754092E-2
36,270,1511,CLEAR,2,0.13333333333333333
36,210,1512,CLEAR,2,0.17142857142857143
40,384,1513,CLEAR,2,0.10416666666666667
55,502,1522,CLEAR,2,0.10956175298804781
28,313,1523,CLEAR,2,8.9456869009584661E-2
27,312,1524,CLEAR,2,8.6538461538461536E-2
27,280,1531,CLEAR,2,9.6428571428571433E-2
17,300,1532,CLEAR,2,5.6666666666666664E-2
62,558,1533,CLEAR,2,0.1111111111111111
51,331,1611,CLEAR,2,0.15407854984894259
23,207,1612,CLEAR,2,0.1111111111111111
26,225,1613,CLEAR,2,0.11555555555555555
38,243,1614,CLEAR,2,0.15637860082304528
73,502,1621,CLEAR,2,0.1454183266932271
59,456,1622,CLEAR,2,0.12938596491228072
90,497,1623,CLEAR,2,0.18108651911468812
54,364,1624,CLEAR,2,0.14835164835164835
30,281,1631,CLEAR,2,0.10676156583629894
43,358,1632,CLEAR,2,0.12011173184357542
51,377,1633,CLEAR,2,0.13527851458885942
34,277,1634,CLEAR,2,0.12274368231046931
1,67,1651,CLEAR,2,1.4925373134328358E-2
,2,1652,CLEAR,2,0
,6,1653,CLEAR,2,0
,21,1654,CLEAR,2,0
52,496,1711,CLEAR,2,0.10483870967741936
59,460,1712,CLEAR,2,0.1282608695652174
21,199,1713,CLEAR,2,0.10552763819095477
38,454,1722,CLEAR,2,8.3700440528634359E-2
20,372,1723,CLEAR,2,5.3763440860215055E-2
20,208,1724,CLEAR,2,9.6153846153846159E-2
43,376,1731,CLEAR,2,0.11436170212765957
45,418,1732,CLEAR,2,0.1076555023923445
37,418,1733,CLEAR,2,8.8516746411483258E-2
24,311,1811,CLEAR,2,7.7170418006430874E-2
19,180,1812,CLEAR,2,0.10555555555555556
7,174,1813,CLEAR,2,4.0229885057471264E-2
38,560,1814,CLEAR,2,6.7857142857142852E-2
12,296,1821,CLEAR,2,4.0540540540540543E-2
26,454,1822,CLEAR,2,5.7268722466960353E-2
12,170,1823,CLEAR,2,7.0588235294117646E-2
40,591,1824,CLEAR,2,6.7681895093062605E-2
36,1152,1831,CLEAR,2,0.03125
21,571,1832,CLEAR,2,3.6777583187390543E-2
46,810,1833,CLEAR,2,5.6790123456790124E-2
81,1572,1834,CLEAR,2,5.1526717557251911E-2
33,371,1911,CLEAR,2,8.8948787061994605E-2
29,295,1912,CLEAR,2,9.8305084745762716E-2
5,118,1913,CLEAR,2,4.2372881355932202E-2
24,289,1914,CLEAR,2,8.3044982698961933E-2
26,254,1915,CLEAR,2,0.10236220472440945
36,332,1921,CLEAR,2,0.10843373493975904
28,350,1922,CLEAR,2,8.0000000000000002E-2
16,236,1923,CLEAR,2,6.7796610169491525E-2
14,227,1924,CLEAR,2,6.1674008810572688E-2
30,496,1925,CLEAR,2,6.0483870967741937E-2
26,355,1931,CLEAR,2,7.3239436619718309E-2
11,288,1932,CLEAR,2,3.8194444444444448E-2
11,213,1933,CLEAR,2,5.1643192488262914E-2
16,280,1934,CLEAR,2,5.7142857142857141E-2
50,364,1935,CLEAR,2,0.13736263736263737
49,491,2011,CLEAR,2,9.9796334012219962E-2
46,426,2012,CLEAR,2,0.107981220657277
36,318,2013,CLEAR,2,0.11320754716981132
34,377,2022,CLEAR,2,9.0185676392572939E-2
21,176,2023,CLEAR,2,0.11931818181818182
21,172,2024,CLEAR,2,0.12209302325581395
21,227,2031,CLEAR,2,9.2511013215859028E-2
20,181,2032,CLEAR,2,0.11049723756906077
10,165,2033,CLEAR,2,6.0606060606060608E-2
89,434,2211,CLEAR,2,0.20506912442396313
39,429,2212,CLEAR,2,9.0909090909090912E-2
38,296,2213,CLEAR,2,0.12837837837837837
31,343,2221,CLEAR,2,9.0379008746355682E-2
29,194,2222,CLEAR,2,0.14948453608247422
32,371,2223,CLEAR,2,8.6253369272237201E-2
23,307,2232,CLEAR,2,7.4918566775244305E-2
28,186,2233,CLEAR,2,0.15053763440860216
29,291,2234,CLEAR,2,9.9656357388316158E-2
64,551,2411,CLEAR,2,0.1161524500907441
69,444,2412,CLEAR,2,0.1554054054054054
72,720,2413,CLEAR,2,0.10000000000000001
16,171,2422,CLEAR,2,9.3567251461988299E-2
10,138,2423,CLEAR,2,7.2463768115942032E-2
24,240,2424,CLEAR,2,0.10000000000000001
2,99,2431,CLEAR,2,2.0202020202020204E-2
36,376,2432,CLEAR,2,9.5744680851063829E-2
35,442,2433,CLEAR,2,7.9185520361990946E-2
37,236,2511,CLEAR,2,0.15677966101694915
65,559,2512,CLEAR,2,0.11627906976744186
22,236,2513,CLEAR,2,9.3220338983050849E-2
39,353,2514,CLEAR,2,0.11048158640226628
40,419,2515,CLEAR,2,9.5465393794749401E-2
26,422,2521,CLEAR,2,6.1611374407582936E-2
43,307,2522,CLEAR,2,0.14006514657980457
17,261,2523,CLEAR,2,6.5134099616858232E-2
13,234,2524,CLEAR,2,5.5555555555555552E-2
20,187,2525,CLEAR,2,0.10695187165775401
20,233,2531,CLEAR,2,8.5836909871244635E-2
20,206,2532,CLEAR,2,9.7087378640776698E-2
46,553,2533,CLEAR,2,8.3182640144665462E-2
31,387,2534,CLEAR,2,8.0103359173126609E-2
10,246,2535,CLEAR,2,0.04065040650406504
2,9,111,CLOUDY/OVERCAST,2,0.22222222222222221
1,11,112,CLOUDY/OVERCAST,2,9.0909090909090912E-2
,4,113,CLOUDY/OVERCAST,2,0
4,48,114,CLOUDY/OVERCAST,2,8.3333333333333329E-2
1,22,121,CLOUDY/OVERCAST,2,4.5454545454545456E-2
5,33,122,CLOUDY/OVERCAST,2,0.15151515151515152
,19,123,CLOUDY/OVERCAST,2,0
,17,124,CLOUDY/OVERCAST,2,0
4,27,131,CLOUDY/OVERCAST,2,0.14814814814814814
4,19,132,CLOUDY/OVERCAST,2,0.21052631578947367
,7,133,CLOUDY/OVERCAST,2,0
,4,212,CLOUDY/OVERCAST,2,0
1,8,213,CLOUDY/OVERCAST,2,0.125
,3,214,CLOUDY/OVERCAST,2,0
,3,215,CLOUDY/OVERCAST,2,0
,4,221,CLOUDY/OVERCAST,2,0
2,6,222,CLOUDY/OVERCAST,2,0.33333333333333331
1,8,223,CLOUDY/OVERCAST,2,0.125
1,1,224,CLOUDY/OVERCAST,2,1
,8,225,CLOUDY/OVERCAST,2,0
,1,231,CLOUDY/OVERCAST,2,0
2,8,232,CLOUDY/OVERCAST,2,0.25
,1,233,CLOUDY/OVERCAST,2,0
2,9,234,CLOUDY/OVERCAST,2,0.22222222222222221
,6,235,CLOUDY/OVERCAST,2,0
1,6,311,CLOUDY/OVERCAST,2,0.16666666666666666
,16,312,CLOUDY/OVERCAST,2,0
,1,313,CLOUDY/OVERCAST,2,0
1,3,314,CLOUDY/OVERCAST,2,0.33333333333333331
1,15,321,CLOUDY/OVERCAST,2,6.6666666666666666E-2
6,15,322,CLOUDY/OVERCAST,2,0.40000000000000002
6,23,323,CLOUDY/OVERCAST,2,0.2608695652173913
4,5,324,CLOUDY/OVERCAST,2,0.80000000000000004
3,20,331,CLOUDY/OVERCAST,2,0.14999999999999999
,3,332,CLOUDY/OVERCAST,2,0
1,14,333,CLOUDY/OVERCAST,2,7.1428571428571425E-2
3,19,334,CLOUDY/OVERCAST,2,0.15789473684210525
4,13,411,CLOUDY/OVERCAST,2,0.30769230769230771
4,22,412,CLOUDY/OVERCAST,2,0.18181818181818182
2,9,413,CLOUDY/OVERCAST,2,0.22222222222222221
,14,414,CLOUDY/OVERCAST,2,0
1,4,421,CLOUDY/OVERCAST,2,0.25
,11,423,CLOUDY/OVERCAST,2,0
,3,424,CLOUDY/OVERCAST,2,0
,3,431,CLOUDY/OVERCAST,2,0
1,6,432,CLOUDY/OVERCAST,2,0.16666666666666666
6,13,433,CLOUDY/OVERCAST,2,0.46153846153846156
3,12,434,CLOUDY/OVERCAST,2,0.25
1,12,511,CLOUDY/OVERCAST,2,8.3333333333333329E-2
,2,512,CLOUDY/OVERCAST,2,0
,4,522,CLOUDY/OVERCAST,2,0
,5,523,CLOUDY/OVERCAST,2,0
11,16,524,CLOUDY/OVERCAST,2,0.6875
1,3,531,CLOUDY/OVERCAST,2,0.33333333333333331
,7,532,CLOUDY/OVERCAST,2,0
2,14,611,CLOUDY/OVERCAST,2,0.14285714285714285
,16,612,CLOUDY/OVERCAST,2,0
1,8,613,CLOUDY/OVERCAST,2,0.125
3,30,614,CLOUDY/OVERCAST,2,0.10000000000000001
7,27,621,CLOUDY/OVERCAST,2,0.25925925925925924
5,33,622,CLOUDY/OVERCAST,2,0.15151515151515152
4,25,623,CLOUDY/OVERCAST,2,0.16
2,23,624,CLOUDY/OVERCAST,2,8.6956521739130432E-2
1,8,631,CLOUDY/OVERCAST,2,0.125
8,41,632,CLOUDY/OVERCAST,2,0.1951219512195122
,6,633,CLOUDY/OVERCAST,2,0
5,6,634,CLOUDY/OVERCAST,2,0.83333333333333337
,10,711,CLOUDY/OVERCAST,2,0
3,9,712,CLOUDY/OVERCAST,2,0.33333333333333331
4,21,713,CLOUDY/OVERCAST,2,0.19047619047619047
,14,714,CLOUDY/OVERCAST,2,0
2,12,715,CLOUDY/OVERCAST,2,0.16666666666666666
,10,722,CLOUDY/OVERCAST,2,0
2,14,723,CLOUDY/OVERCAST,2,0.14285714285714285
1,3,724,CLOUDY/OVERCAST,2,0.33333333333333331
2,14,725,CLOUDY/OVERCAST,2,0.14285714285714285
,6,726,CLOUDY/OVERCAST,2,0
,13,731,CLOUDY/OVERCAST,2,0
,7,732,CLOUDY/OVERCAST,2,0
1,13,733,CLOUDY/OVERCAST,2,7.6923076923076927E-2
,17,734,CLOUDY/OVERCAST,2,0
1,11,735,CLOUDY/OVERCAST,2,9.0909090909090912E-2
2,15,811,CLOUDY/OVERCAST,2,0.13333333333333333
1,6,812,CLOUDY/OVERCAST,2,0.16666666666666666
,14,813,CLOUDY/OVERCAST,2,0
1,17,814,CLOUDY/OVERCAST,2,5.8823529411764705E-2
2,15,815,CLOUDY/OVERCAST,2,0.13333333333333333
